Date,Return
2019-05-02,-0.0327092001849284
2019-05-03,-0.016847891026407047
2019-05-06,-0.05748663101604268
2019-05-07,-0.04796905222437142
2019-05-08,-0.10172016795340633
2019-05-09,0.07931242460796128
2019-05-10,0.03716121821737928
2019-05-13,-0.07852909482758619
2019-05-14,0.012425084052039237
2019-05-15,-0.06915968813167772
2019-05-16,0.07243679230649902
2019-05-17,0.07651142609198724
2019-05-20,-0.025930404406825147
2019-05-21,-0.04082758620689664
2019-05-22,-0.015818234109864826
2019-05-23,0.05333138515488023
2019-05-24,0.045498682202802065
2019-05-27,-0.042059174737959504
2019-05-28,0.05761772853185598
2019-05-29,-0.024227344159245656
2019-05-30,-0.01959468527714403
2019-05-31,-0.021355236139630418
2019-06-03,0.005874947545111198
2019-06-04,-0.03754693366708384
2019-06-06,-0.014448779078167884
2019-06-07,-0.0024923031813517404
2019-06-10,-0.014256319811875251
2019-06-11,0.032354256746682575
2019-06-12,-0.009676487579433735
2019-06-13,0.028438092460259634
2019-06-14,-0.04566080544526385
2019-06-17,0.0047548291233283635
2019-06-18,0.00369713102632363
2019-06-19,0.04022395756593489
2019-06-20,-0.0036827195467422635
2019-06-21,-0.017202160932613064
2019-06-24,-0.012440329813394935
2019-06-25,0.005419657243298515
2019-06-26,-0.0008741258741259417
2019-06-27,0.0017497812773403787
2019-06-28,-0.014119359534206732
2019-07-01,0.058172154141444166
2019-07-02,-0.00544160736709931
2019-07-03,0.012626262626262541
2019-07-04,-0.012330285397617047
2019-07-05,-0.02959741899284618
2019-07-08,-0.032523850823937606
2019-07-09,-0.008665770207679557
2019-07-10,0.0030143180105501877
2019-07-11,0.06626596543951924
2019-07-12,-0.011555806087936937
2019-07-15,-0.014542343883661157
2019-07-16,0.0018807870370369795
2019-07-17,0.02021660649819501
2019-07-18,0.019391365888181245
2019-07-19,-0.019855595667870096
2019-07-22,0.031449213769655815
2019-07-23,-0.00892734514489768
2019-07-24,0.05210643015521077
2019-07-25,0.03253424657534243
2019-07-26,0.030488582727388636
2019-07-29,-0.04147066105471653
2019-07-30,-0.015627017951698186
2019-07-31,-0.0511676725268958
2019-08-01,-0.04079092920353977
2019-08-02,-0.015424535101629
2019-08-05,-0.03089311859443633
2019-08-06,-0.05589968273153045
2019-08-07,0.049447911665866595
2019-08-08,0.010826471485208877
2019-08-09,-0.010107105144063877
2019-08-13,-0.0024382810118867004
2019-08-14,0.043690803544149226
2019-08-16,0.014637002341920446
2019-08-19,0.004183496826312805
2019-08-20,0.008044821146387049
2019-08-21,-0.01895396893259238
2019-08-22,-0.044305636257989556
2019-08-23,0.06748746010031925
2019-08-26,0.0391570553894347
2019-08-27,-0.003151548369416224
2019-08-28,0.0012371134020618957
2019-08-29,-0.005766062602965305
2019-08-30,0.030378348522507537
2019-09-03,-0.032430983650495904
2019-09-04,-0.015235457063711877
2019-09-05,0.014908579465541472
2019-09-06,0.0012472283813746987
2019-09-09,0.004705882352941115
2019-09-11,-0.023419203747072626
2019-09-12,-0.022711242770489526
2019-09-13,0.011836027713626018
2019-09-16,-0.015834522111269678
2019-09-17,-0.02203217857660522
2019-09-18,-0.005780346820809412
2019-09-19,-0.07915921288014294
2019-09-20,-0.024121741945928643
2019-09-23,-0.09887193098871916
2019-09-24,0.0272459499263622
2019-09-25,-0.019892473118279574
2019-09-26,0.04845492777473037
2019-09-27,-0.04586675967910703
2019-09-30,-0.029427892524218624
2019-10-01,-0.1218455743879473
2019-10-03,0.0789191507613125
2019-10-04,-0.058437686344663176
2019-10-07,0.06185349377242977
2019-10-09,-0.022067594433399673
2019-10-10,-0.0038625736938401323
2019-10-11,-0.010204081632653073
2019-10-14,0.0016494845360826016
2019-10-15,0.03211198023878126
2019-10-16,0.03570003988831272
2019-10-17,0.018486424032351234
2019-10-18,-0.05388542257515594
2019-10-22,0.000999200639488329
2019-10-23,-0.03333998802156113
2019-10-24,-0.018174308137133388
2019-10-25,0.008413967185527893
2019-10-27,-0.006049228201918999
2019-10-29,-0.00692549842602308
2019-10-30,-0.006128486897717611
2019-10-31,0.10822879013395714
2019-11-01,0.1876438986953184
2019-11-04,-0.04329563812600967
2019-11-05,-0.03360351232691672
2019-11-06,-0.0012231347195525988
2019-11-07,-0.0001749475157453162
2019-11-08,0.006124234470691103
2019-11-11,0.06226086956521737
2019-11-13,-0.048624754420432126
2019-11-14,-0.029426948890036164
2019-11-15,0.020921985815602673
2019-11-18,0.02170892671066338
2019-11-19,-0.028216896141424308
2019-11-20,0.07398985481896081
2019-11-21,0.12426710097719873
2019-11-22,0.037519918875851266
2019-11-25,-0.039932979614632824
2019-11-26,-0.07009889470622466
2019-11-27,-0.0006255864873317973
2019-11-28,-0.026604068857590035
2019-11-29,-0.057717041800643076
2019-12-02,-0.0008530967411704005
2019-12-03,-0.044057377049180446
2019-12-04,0.0051804215791355634
2019-12-05,0.06646525679758297
2019-12-06,-0.04115980669888364
2019-12-09,-0.012339242266249606
2019-12-10,-0.04645433749780037
2019-12-11,0.04613397305775968
2019-12-12,0.0029987652143235177
2019-12-13,-0.016180091452690948
2019-12-16,-0.005184125849123977
2019-12-17,0.005390835579514919
2019-12-18,-0.0008936550491510653
2019-12-19,0.0008944543828264262
2019-12-20,0.01537086684539779
2019-12-23,0.03784544974476334
2019-12-24,0.008310719131614519
2019-12-26,0.00016820857863764083
2019-12-27,0.005718129835183383
2019-12-30,0.012709030100334529
2019-12-31,-0.03500660501981512
2020-01-01,-0.012149212867898718
2020-01-02,0.0032911830937123465
2020-01-03,-0.05490331491712719
