Date,Open,High,Low,Close
2019-04-30,168.0,171.15,166.15,169.2
2019-05-02,169.3,172.0,168.4,168.9
2019-05-03,168.85,171.9,168.7,170.25
2019-05-06,170.0,171.7,168.15,170.15
2019-05-07,170.4,172.5,168.6,171.7
2019-05-08,171.4,171.4,167.75,168.9
2019-05-09,167.4,170.1,167.4,169.4
2019-05-10,168.4,169.4,165.7,166.3
2019-05-13,167.2,167.9,163.0,164.1
2019-05-14,162.0,165.4,160.85,164.15
2019-05-15,164.6,165.2,161.8,162.75
2019-05-16,163.4,166.9,162.0,165.95
2019-05-17,166.5,168.0,162.1,167.35
2019-05-20,170.0,176.6,169.1,176.0
2019-05-21,175.1,176.5,173.8,174.75
2019-05-22,174.85,178.0,174.15,177.0
2019-05-23,178.5,178.9,173.0,174.15
2019-05-24,174.0,175.9,168.8,174.4
2019-05-27,174.0,175.2,172.55,173.65
2019-05-28,173.15,176.4,171.6,175.3
2019-05-29,173.9,174.65,170.35,171.55
2019-05-30,172.0,172.0,167.55,169.45
2019-05-31,168.0,173.95,166.55,171.95
2019-06-03,173.0,173.2,167.5,172.15
2019-06-04,172.9,173.5,170.05,170.6
2019-06-06,170.5,172.1,168.85,169.4
2019-06-07,169.6,170.1,166.55,167.5
2019-06-10,168.1,169.0,163.2,164.65
2019-06-11,164.85,170.35,164.85,169.25
2019-06-12,168.05,171.45,166.0,170.85
2019-06-13,168.8,170.2,167.0,168.95
2019-06-14,168.95,171.0,168.45,169.3
2019-06-17,169.5,169.95,162.95,164.4
2019-06-18,164.0,166.95,163.25,166.15
2019-06-19,166.8,169.1,164.6,167.35
2019-06-20,166.3,172.75,166.3,172.0
2019-06-21,171.75,173.45,169.8,170.95
2019-06-24,171.15,171.85,164.85,165.2
2019-06-25,165.5,168.45,165.5,166.2
2019-06-26,166.1,169.15,166.1,167.55
2019-06-27,167.55,171.8,167.25,170.6
2019-06-28,170.3,171.3,166.65,167.75
2019-07-01,168.2,170.4,159.25,161.0
2019-07-02,163.0,166.25,161.5,165.65
2019-07-03,165.8,167.95,163.5,166.3
2019-07-04,166.4,168.9,166.1,167.1
2019-07-05,167.1,168.05,160.0,161.5
2019-07-08,161.45,161.5,151.05,152.4
2019-07-09,152.4,155.45,150.65,153.4
2019-07-10,153.05,154.4,149.65,151.65
2019-07-11,153.0,154.1,152.0,153.1
2019-07-12,153.0,153.35,148.0,149.7
2019-07-15,150.0,151.7,148.8,150.7
2019-07-16,151.0,154.4,150.7,152.25
2019-07-17,152.4,153.65,149.0,149.9
2019-07-18,149.95,150.8,143.05,143.4
2019-07-19,144.5,145.8,140.4,143.9
2019-07-22,144.0,147.4,140.65,146.65
2019-07-23,146.5,147.75,144.15,144.6
