Date,Open,High,Low,Close
2019-04-30,216.2,218.65,210.3,214.3
2019-05-02,211.0,212.65,206.5,207.3
2019-05-03,205.0,213.65,203.05,209.45
2019-05-06,204.0,204.5,198.0,199.8
2019-05-07,201.7,202.85,189.35,190.95
2019-05-08,190.0,190.9,183.8,185.1
2019-05-09,184.3,189.8,182.3,186.35
2019-05-10,187.0,190.6,184.3,185.9
2019-05-13,186.2,187.15,179.6,180.75
2019-05-14,178.25,186.05,177.8,184.5
2019-05-15,185.55,185.95,167.4,169.45
2019-05-16,176.0,177.55,172.8,175.4
2019-05-17,174.95,177.7,170.2,176.85
2019-05-20,181.45,192.0,179.25,190.15
2019-05-21,185.25,186.9,174.05,176.8
2019-05-22,177.6,180.4,174.8,179.1
2019-05-23,182.85,182.85,173.5,175.15
2019-05-24,177.0,183.5,175.35,182.3
2019-05-27,181.75,183.5,179.3,181.35
2019-05-28,181.35,185.3,179.8,180.25
2019-05-29,179.85,180.0,175.35,176.35
2019-05-30,177.5,178.5,173.1,175.15
2019-05-31,177.8,177.85,170.0,172.6
2019-06-03,170.5,175.0,168.4,174.5
2019-06-04,174.25,177.2,172.4,173.25
2019-06-06,174.05,175.85,168.85,169.7
2019-06-07,169.9,171.7,167.25,169.5
2019-06-10,170.9,172.05,163.55,166.2
2019-06-11,166.85,171.9,165.65,170.75
2019-06-12,170.9,172.2,168.1,169.05
2019-06-13,166.9,168.9,164.5,167.4
2019-06-14,167.5,167.5,163.5,164.2
2019-06-17,163.75,164.15,158.0,158.75
2019-06-18,159.0,161.0,156.75,158.3
2019-06-19,160.0,163.75,152.5,154.65
2019-06-20,153.45,160.0,152.15,159.25
2019-06-21,155.0,160.75,154.5,158.9
2019-06-24,158.7,160.2,156.2,159.3
2019-06-25,158.0,161.0,156.85,160.45
2019-06-26,160.1,162.2,158.75,161.1
2019-06-27,161.85,168.0,161.1,165.85
2019-06-28,165.2,166.75,161.35,162.55
2019-07-01,163.7,169.4,163.2,168.0
2019-07-02,166.8,167.35,161.35,163.75
2019-07-03,163.75,165.0,161.7,162.3
2019-07-04,162.5,167.75,162.0,165.2
2019-07-05,165.15,166.95,159.5,160.2
2019-07-08,159.35,159.5,153.5,154.55
2019-07-09,154.0,157.15,152.75,155.8
2019-07-10,156.25,156.25,149.1,151.65
2019-07-11,153.0,157.7,150.35,156.8
2019-07-12,155.9,162.85,154.0,159.3
2019-07-15,159.0,162.6,157.85,160.95
2019-07-16,159.8,170.95,159.05,170.0
2019-07-17,170.0,172.35,166.3,167.9
2019-07-18,167.25,167.25,160.0,160.75
2019-07-19,161.45,162.4,153.85,154.85
2019-07-22,155.45,159.3,155.25,156.75
2019-07-23,157.4,159.0,154.8,156.2
2019-07-24,156.35,157.55,150.5,151.25
2019-07-25,151.3,152.5,143.75,144.3
2019-07-26,138.1,150.15,138.1,147.15
2019-07-29,146.9,146.9,136.85,137.55
2019-07-30,138.0,139.7,132.6,133.45
2019-07-31,133.5,136.4,132.5,135.6
2019-08-01,135.5,136.3,127.55,129.55
