Date,Open,High,Low,Close
2019-04-30,1456.0,1477.0,1455.3,1463.15
2019-05-02,1465.0,1472.9,1430.1,1436.6
2019-05-03,1443.8,1456.0,1432.2,1438.55
2019-05-06,1434.95,1448.6,1408.55,1412.8
2019-05-07,1426.8,1426.8,1376.35,1387.8
2019-05-08,1382.0,1395.0,1362.6,1385.7
2019-05-09,1384.95,1393.65,1346.55,1354.2
2019-05-10,1314.1,1350.0,1314.1,1341.05
2019-05-13,1341.05,1345.25,1323.65,1332.5
2019-05-14,1330.0,1334.75,1302.1,1320.25
2019-05-15,1326.0,1329.0,1301.7,1305.95
2019-05-16,1312.0,1314.0,1295.85,1304.4
2019-05-17,1305.0,1330.75,1301.0,1320.0
2019-05-20,1340.0,1378.4,1335.0,1373.95
2019-05-21,1384.0,1384.0,1352.7,1357.75
2019-05-22,1360.5,1373.75,1348.05,1368.45
2019-05-23,1389.0,1389.0,1357.7,1367.75
2019-05-24,1392.0,1400.45,1376.15,1384.5
2019-05-27,1386.9,1390.7,1362.7,1366.85
2019-05-28,1369.95,1388.85,1360.0,1364.35
2019-05-29,1360.8,1366.95,1347.1,1358.25
2019-05-30,1365.0,1392.0,1353.9,1374.6
2019-05-31,1381.0,1428.0,1381.0,1407.3
2019-06-03,1431.95,1464.95,1430.0,1459.25
2019-06-04,1455.0,1455.0,1417.05,1421.5
2019-06-06,1434.95,1461.85,1424.9,1428.55
2019-06-07,1429.0,1439.85,1413.05,1418.35
2019-06-10,1429.0,1442.0,1418.5,1422.6
2019-06-11,1428.0,1433.35,1409.5,1425.5
2019-06-12,1429.95,1439.9,1421.0,1425.45
2019-06-13,1429.0,1438.9,1422.2,1429.45
2019-06-14,1430.0,1431.75,1411.0,1412.75
2019-06-17,1417.0,1425.0,1398.9,1401.95
2019-06-18,1405.0,1410.4,1376.05,1380.05
2019-06-19,1382.0,1396.4,1372.0,1381.15
2019-06-20,1365.55,1404.9,1360.7,1392.05
2019-06-21,1379.95,1394.65,1372.0,1383.0
2019-06-24,1386.0,1398.0,1368.25,1376.15
2019-06-25,1371.0,1372.45,1360.35,1363.1
2019-06-26,1360.0,1369.55,1352.0,1359.95
2019-06-27,1361.1,1369.65,1358.15,1361.4
2019-06-28,1365.0,1371.9,1350.1,1358.15
2019-07-01,1368.0,1374.5,1351.05,1353.85
2019-07-02,1356.0,1360.0,1340.7,1345.75
2019-07-03,1356.05,1371.0,1349.5,1352.0
2019-07-04,1356.0,1366.35,1351.15,1359.7
2019-07-05,1363.9,1373.45,1351.45,1358.7
2019-07-08,1358.0,1358.4,1332.7,1340.25
2019-07-09,1344.9,1344.9,1291.25,1321.0
2019-07-10,1317.8,1340.35,1312.05,1322.95
2019-07-11,1317.0,1337.0,1311.05,1332.45
2019-07-12,1332.45,1369.55,1325.45,1361.95
2019-07-15,1362.85,1367.0,1347.05,1353.15
2019-07-16,1352.0,1375.0,1345.0,1372.3
2019-07-17,1377.0,1404.85,1375.5,1395.9
2019-07-18,1395.0,1395.35,1377.2,1384.95
2019-07-19,1390.1,1399.4,1365.0,1369.1
2019-07-22,1367.8,1410.0,1359.05,1404.2
2019-07-23,1409.0,1443.95,1401.85,1429.35
2019-07-24,1430.5,1493.5,1395.15,1483.4
2019-07-25,1481.3,1503.85,1459.05,1495.85
2019-07-26,1488.1,1530.8,1485.6,1526.45
2019-07-29,1524.9,1538.25,1506.6,1513.25
2019-07-30,1511.1,1527.0,1502.7,1508.75
2019-07-31,1507.0,1525.0,1495.15,1521.1
2019-08-01,1515.0,1531.45,1493.65,1504.7
2019-08-02,1509.0,1550.0,1504.5,1545.2
2019-08-05,1533.2,1551.0,1521.7,1525.4
2019-08-06,1530.0,1569.85,1524.05,1565.85
2019-08-07,1563.3,1575.0,1551.9,1559.2
2019-08-08,1565.75,1569.7,1540.3,1565.9
2019-08-09,1569.2,1581.9,1561.0,1575.5
2019-08-13,1573.5,1594.0,1568.0,1573.35
2019-08-14,1574.5,1575.5,1552.5,1569.7
2019-08-16,1571.0,1600.85,1561.0,1597.45
2019-08-19,1599.0,1609.55,1582.2,1586.45
2019-08-20,1585.0,1599.5,1582.7,1595.15
2019-08-21,1585.25,1595.0,1578.55,1589.15
2019-08-22,1585.2,1593.9,1566.3,1570.2
2019-08-23,1569.9,1583.35,1555.65,1580.4
2019-08-26,1590.0,1600.0,1577.15,1597.55
2019-08-27,1600.0,1607.45,1585.5,1599.45
2019-08-28,1599.2,1606.75,1590.6,1603.15
2019-08-29,1602.85,1619.9,1589.0,1615.25
2019-08-30,1616.0,1622.5,1595.1,1616.2
2019-09-03,1608.0,1609.6,1573.55,1576.75
2019-09-04,1579.0,1582.6,1527.8,1535.15
2019-09-05,1537.0,1545.9,1515.25,1519.75
2019-09-06,1524.0,1539.45,1519.75,1532.4
2019-09-09,1530.55,1545.0,1524.2,1540.6
2019-09-11,1545.0,1565.0,1542.65,1561.45
2019-09-12,1570.0,1570.0,1537.15,1540.3
2019-09-13,1540.0,1553.15,1528.0,1548.2
2019-09-16,1510.0,1526.95,1502.1,1521.3
2019-09-17,1527.4,1543.3,1518.6,1530.9
2019-09-18,1542.15,1560.95,1535.0,1547.75
2019-09-19,1553.9,1563.5,1545.0,1553.9
2019-09-20,1559.0,1725.25,1542.1,1671.0
2019-09-23,1697.85,1820.0,1697.85,1802.75
2019-09-24,1802.8,1802.95,1752.0,1765.9
2019-09-25,1784.0,1784.0,1728.25,1751.8
2019-09-26,1761.8,1780.0,1751.9,1770.95
2019-09-27,1770.0,1781.4,1735.35,1776.3
2019-09-30,1768.0,1770.0,1737.05,1762.15
2019-10-01,1768.95,1799.9,1757.0,1766.1
2019-10-03,1765.0,1768.25,1732.2,1748.95
2019-10-04,1753.9,1761.7,1717.1,1724.4
2019-10-07,1724.95,1742.95,1717.85,1725.15
2019-10-09,1725.7,1778.0,1725.7,1773.45
2019-10-10,1765.0,1793.0,1756.5,1778.6
2019-10-11,1787.6,1801.8,1764.05,1790.25
2019-10-14,1790.0,1806.3,1784.7,1798.7
2019-10-15,1807.7,1825.0,1796.0,1803.1
2019-10-16,1808.5,1814.0,1756.55,1765.7
2019-10-17,1772.0,1816.65,1756.0,1812.3
2019-10-18,1815.0,1824.45,1786.7,1816.75
2019-10-22,1822.7,1825.0,1775.0,1780.2
2019-10-23,1762.4,1800.0,1762.0,1767.4
2019-10-24,1778.0,1794.95,1753.05,1790.5
2019-10-25,1797.0,1808.4,1785.05,1796.3
2019-10-27,1802.0,1807.55,1788.1,1792.6
2019-10-29,1792.1,1820.0,1772.55,1814.25
2019-10-30,1830.0,1830.0,1804.0,1821.3
