game,return
2,-0.15384615384615385
3,-0.2272727272727273
4,-0.17647058823529416
5,0.0
6,0.0
7,-0.3571428571428571
8,-0.4666666666666667
9,-0.5833333333333333
10,-0.30000000000000004
