game,return
2,-0.16666666666666663
3,-0.19999999999999996
4,-0.16666666666666663
5,-0.19999999999999996
6,-0.125
7,-0.2142857142857143
8,-0.36363636363636365
9,-0.22857142857142854
10,-0.5925925925925926
