Return1,Return2,Return3,Return4,Return5,Return6,Return7,Return8,Return9,Return10
-0.0390186633518068,0.0010619469026549,0.0007931786634938,-0.0047209203238176,0.0165483613454444,0.0158648008439994,-0.0293251533742331,-0.0289400566696925,0.0203862660944205,-0.0326644890340643
-0.0312247354521119,-0.001944837340877,-0.0009906875371508,-0.0042638446522141,0.0051574836573562,0.0053689697064702,0.0158007837188725,-0.0098208636694145,0.0034174553101997,0.0103714423540761
-0.0111826122433841,-0.0020372010628875,-0.0029750099166997,0.0045228636777931,-0.0166810954623197,-0.0132922741093006,-0.0012444001991039,-0.0116062828423472,-0.0020958868221115,-0.0460730484602529
-0.0057951987996998,-0.0095855152214431,-0.0101452158344936,0.0074813394507977,-0.002619768515536,-0.0015604630032,-0.0368801395464739,0.0109127749903512,0.0057757941716987,-0.0442942942942944
-0.0003961441964875,8.961376467420124e-05,0.0012057877813504,-0.014256826793998,-0.0065020345770447,-0.0109403129760421,-0.0111254851228977,-0.0170610187933684,-0.0080918820151396,-0.030636292223095
0.008643140215135,-0.000448028673835,-0.0272982737856282,3.4476814342321305e-05,-0.0070863582186585,0.0152218266191943,-0.0020931449502877,0.0062000223336748,-0.0110526315789473,0.0067531064289572
0.0060432569974555,-0.0039444195428059,-0.0043334709038382,-0.0083431014272908,0.0024444541446593,-0.0119988178504579,0.009701101206083,-0.012646928258478,-0.0125066524747206,-0.0024148108398175
-0.0044633724498335,-0.0159301593015928,0.0035233160621761,-0.0256049228201918,-0.0040496407576747,0.0013759821321739,-0.022851207478577,0.0067343358273508,-0.0156292104554028,-0.0277030661646046
0.0078646018195063,0.0170111578562282,-0.0012391573729862,0.0017304433146017,0.0003060510668067,-0.0003982873643333,0.0108955620515545,-0.009844612404794,-0.0054749520941691,0.0207468879668049
-0.0036513938315539,-0.0005395683453236,-0.0277088502894955,0.0021192477560907,-0.0005244984483588,-0.0065145930869607,-0.008806519453207,0.0068538483034519,-0.0173410404624277,-0.0815718157181571
0.0105850618547111,-0.009897426669066,-0.0125478519778816,-0.0044605569476284,0.0104736082564396,0.0107884815914014,0.0144543164036599,0.0011686167959448,0.018767507002801,0.0351136028326941
0.0232125763934909,-0.0109960014540168,0.0172302390695671,-0.0199928596929668,0.0222664618181029,0.0405705669959925,0.0188235294117646,0.0180048732801261,0.0016497113005224,0.008266818700114
0.0078978141584959,0.0391436184875495,0.0065636248147362,-0.0566848816029144,0.0297404851615088,0.0346609216220852,0.046189376443418,0.0289040814474017,0.0323908866318967,0.0752049759683348
0.0169570184206768,-0.010787868069679,-0.002103491796382,0.0299683324322237,-0.0117787325014904,-0.0207300668890157,-0.0185185185185186,-0.0147611242413969,-0.0218027120446691,-0.0702077307388903
0.0013865973953031,-0.0113524626798963,0.0170741989881957,-0.0034683164604424,0.0008528518533927,0.0159754628932711,0.0129951268274397,0.0086104513064131,-0.0100570807284587,0.0130090497737556
-0.0048901898234975,0.0212477396021699,0.0120207253886011,-0.0076944784121907,-0.0306141535903564,0.01624284629489,0.0135685210312075,0.0090182280350075,0.014003294892916,-0.0220547180346174
0.0043505830133512,0.0103585657370517,0.0030718820397297,0.0100860728775642,0.017687920758115,0.0309640969564424,0.0508701472556893,-0.0126886510667265,0.0054156512320606,0.040822152440765
0.0159590326370986,0.0141955835962146,-0.0032666394446713,-0.0022147978527722,0.0147470874502286,-0.0025632413512701,0.0086855819339894,0.0352906412258855,0.0091570158901157,-0.0052111903455842
-0.0032970257720391,-0.001296008294453,0.0270380991396967,-0.0022761474793078,0.0032594930138891,-0.0276832553523322,-0.0027554535017221,0.0062475931589081,0.0152121697357885,-0.0060656189688447
0.0103914097679251,-0.0235314473570378,0.0,-0.0155357378532776,0.0002897111166295,-0.0064160985746053,-0.0253281142067695,0.0090768288729603,-0.0002628811777075,-0.0216366158113731
-0.0102331162152896,-0.0042526800744218,0.0089748703629837,0.0159532701331035,0.0093715089577557,-0.0037791230966796,0.006850933144342,0.0102177404961627,0.0055219563502497,-0.00680464984406
0.0120534090712294,-0.0055165050271376,0.0021743427554852,0.0097835922183682,-0.005820745629317,-0.0128719799646433,-0.0058657907085875,0.0156883529879423,-0.0099372384937237,-0.0145589494718813
